row_id,source_dataset,npdes_id,registry_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,actual_average_flow,current_snc_status,current_violation,inspections,pct_low_income_3mi,pct_people_of_color,population_density,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
1,EPA ECHO CWA/NPDES facility locations,AKG370A54,110063602409,KUZMIN GEORGE CREEK MINE SITE,CHICKEN,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,100,100,0.04,NA,NA,64.12344000003598,-141.53957000000997,FALSE,FALSE
2,EPA ECHO CWA/NPDES facility locations,AKG370A97,110064414307,FRENCH MT. MUD CREEK MINE SITE,KOTZEBUE,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,66.66999999999999,100,0.16,N,"Native Village of Deering - 23 mile(s), Native Village of Buckland - 25 mile(s)",65.94105600016351,-161.97805599996096,TRUE,FALSE
3,EPA ECHO CWA/NPDES facility locations,AKR05CA38,110064603362,BAKER HUGHES OILFIELD OPERATIONS INC - BAKER OIL TOOKS KENAI,NIKISKI,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,39.93,25.74,51.78,N,"Salamatof Tribe - 11 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 24 mile(s)",60.732499999926105,-151.30111100021102,TRUE,FALSE
4,EPA ECHO CWA/NPDES facility locations,AKR06GB94,110025226217,"DELTA WESTERN, LLC HAINES I BULK FACILITY",HAINES,AK,Haines,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,23.01,24.650000000000002,67.92,N,"Chilkoot Indian Association (Haines) - 1 mile(s), Skagway Village - 17 mile(s), Chilkat Indian Village (Klukwan) - 19 mile(s)",59.23572700012541,-135.46385599987994,TRUE,FALSE
5,EPA ECHO CWA/NPDES facility locations,AK0025666,110010112341,"PORT LIONS, CITY OF",PORT LIONS,AK,Kodiak Island,Terminated,NPDES Individual Permit,POTW,NA,NA,NA,NA,0,33.33,66.66999999999999,0.27,N,"Native Village of Port Lions - 1 mile(s), Native Village of Afognak - 12 mile(s), Native Village of Ouzinkie - 15 mile(s), Tangirnaq Native Village - 16 mile(s), Sun'aq Tribe of Kodiak - 19 mile(s)",57.866132999929015,-152.88694999967103,TRUE,FALSE
6,EPA ECHO CWA/NPDES facility locations,AKG130009,110070249504,SSRAA WHITMAN LAKE AQUACULTURE FACILITY,KETCHIKAN,AK,Ketchikan Gateway,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,11.09,29,109.41000000000001,N,"Organized Village of Saxman - 3 mile(s), Metlakatla Indian Community, Annette Island Reserve - 3 mile(s), Ketchikan Indian Community - 5 mile(s)",55.3279269997907,-131.529597000139,TRUE,FALSE
7,EPA ECHO CWA/NPDES facility locations,AKG370B27,110064415734,KOPPENBERG DOME CREEK MINE SITE,FAIRBANKS,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,25.71,44.78,1093.1899999999998,NA,NA,64.84702000009351,-147.75849000015302,FALSE,FALSE
8,EPA ECHO CWA/NPDES facility locations,AKG375287,110012758738,JACK R JONES / STEESE HIGHWAY LIST,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,31.99,18.75,19.330000000000002,N,"Knik Tribe - 10 mile(s), Eklutna Native Village - 21 mile(s)",61.554799999873495,-149.939300000001,TRUE,FALSE
9,EPA ECHO CWA/NPDES facility locations,AKR10B754,110020059844,DAVIS CONSTRUCTORS AND ENGINEERS INC - CENTERPOINT SUB PHASE II,ANCHORAGE,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,24.12,47.949999999999996,3709.3500000000004,N,Knik Tribe - 20 mile(s),61.188070000005105,-149.890610000061,TRUE,FALSE
10,EPA ECHO CWA/NPDES facility locations,AKR06AD05,110070518772,WARBELOW'S AIR VENTURES INC,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,21.9,47.730000000000004,620.81,NA,NA,64.8128200000411,-147.84356000031596,FALSE,FALSE
11,EPA ECHO CWA/NPDES facility locations,AKU000154,110015735702,CONSTRUCTION SITE,PALMER,AK,Matanuska-Susitna,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,15.239999999999998,24.650000000000002,396.57,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 17 mile(s)",61.561269999918494,-149.286720000018,TRUE,FALSE
12,EPA ECHO CWA/NPDES facility locations,AKG370B50,110064414290,MISCOVICH CHATHAM CREEK MINE SITE,FAIRBANKS,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,25.71,44.78,1093.1899999999998,NA,NA,64.84702000009351,-147.75849000015302,FALSE,FALSE
13,EPA ECHO CWA/NPDES facility locations,AKU000153,110015735695,COMMERCIAL SITE,WASILLA,AK,Matanuska-Susitna,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,17.36,24.459999999999997,551.4399999999999,N,"Eklutna Native Village - 11 mile(s), Knik Tribe - 19 mile(s)",61.599443999848496,-149.24825000011498,TRUE,FALSE
14,EPA ECHO CWA/NPDES facility locations,AKR10B027,110009691324,ALASKA DOT AND PUBLIC FACILITIES,PALMER,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,19.56,25.18,324.58,N,"Eklutna Native Village - 14 mile(s), Knik Tribe - 22 mile(s)",61.6384299998602,-149.19316999969197,TRUE,FALSE
15,EPA ECHO CWA/NPDES facility locations,AKG370110,110028063814,DONALD STEIN / PEDRO CREEK,UNKNOWN,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,40,20,0.53,NA,NA,65.0333329999439,-147.46666699980898,FALSE,FALSE
16,EPA ECHO CWA/NPDES facility locations,AKU000086,110015736596,COMMERCIAL PAD (N. HYER ROAD),WASILLA,AK,Matanuska-Susitna,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,16.69,23.99,497.98999999999995,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 16 mile(s)",61.569778000096804,-149.31622199986197,TRUE,FALSE
17,EPA ECHO CWA/NPDES facility locations,AKNOE0063,110071525869,FEDEX EXPRESS-HOMA,HOMER,AK,Kenai Peninsula,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,24.93,24.279999999999998,289.01,N,"Seldovia Village Tribe - 17 mile(s), Native Village of Port Graham - 24 mile(s), Native Village of Nanwalek (aka English Bay) - 25 mile(s)",59.6439000001479,-151.492999999592,TRUE,FALSE
18,EPA ECHO CWA/NPDES facility locations,AK0001015,110028065108,UNKNOWN,ANCHORAGE,AK,Anchorage Municipality,Terminated,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,0,35.1,53.43,2765.06,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 24 mile(s)",61.225544999865505,-149.889118999709,TRUE,FALSE
19,EPA ECHO CWA/NPDES facility locations,AKNOE0095,110071527095,BUS BARN,WASILLA,AK,Matanuska-Susitna,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,25.45,23.09,241.58,N,"Knik Tribe - 9 mile(s), Eklutna Native Village - 13 mile(s)",61.5722000000271,-149.658999999726,TRUE,FALSE
20,EPA ECHO CWA/NPDES facility locations,AKR05C989,110044879502,RALPH WIEN MEMORIAL AIRPORT,KOTZEBUE,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,17.12,75.44000000000001,239.6,N,Native Village of Kotzebue - 1 mile(s),66.88976799985609,-162.58894400003504,TRUE,FALSE
21,EPA ECHO CWA/NPDES facility locations,AKR10DT97,110045484506,"SPINELL HOMES, INC.-WESTPARK TRACT 2C",ANCHORAGE,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,14.77,41.720000000000006,2752.3700000000003,N,Knik Tribe - 24 mile(s),61.1436299999614,-149.99058000011,TRUE,FALSE
22,EPA ECHO CWA/NPDES facility locations,AKG374024,110070152042,STARLING NORTON SOUND LARGE DREDGE,NOME,AK,Nome (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,11.11,70.21000000000001,1.91,N,"Village of Solomon - 16 mile(s), Nome Eskimo Community - 17 mile(s)",64.44105000009611,-164.870949999971,TRUE,FALSE
23,EPA ECHO CWA/NPDES facility locations,AKG571043,110022967501,HERRING BAY OUTFALL,KETCHIKAN,AK,Prince of Wales-Outer Ketchikan(CA),Admin Continued,General Permit Covered Facility,NON-POTW,0.02,0.0025,NA,NA,0,10.68,28.25,105.16,N,"Metlakatla Indian Community, Annette Island Reserve - 3 mile(s), Organized Village of Saxman - 3 mile(s), Ketchikan Indian Community - 5 mile(s)",55.3271190001821,-131.52602699997902,TRUE,FALSE
24,EPA ECHO CWA/NPDES facility locations,AKU000224,110022967501,HERRING BAY SEWER OUTFALL,KETCHIKAN,AK,Ketchikan Gateway,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,10.68,28.25,105.16,N,"Metlakatla Indian Community, Annette Island Reserve - 3 mile(s), Organized Village of Saxman - 3 mile(s), Ketchikan Indian Community - 5 mile(s)",55.3271190001821,-131.52602699997902,TRUE,FALSE
25,EPA ECHO CWA/NPDES facility locations,AK0043362,110056402879,"NAKNEK, CITY OF",NAKNEK,AK,Bristol Bay,Terminated,NPDES Individual Permit,POTW,NA,NA,NA,NA,0,20.69,51.720000000000006,1.81,N,"South Naknek Village - 2 mile(s), Naknek Native Village - 2 mile(s), King Salmon Tribe - 15 mile(s)",58.72459300010011,-157.05076199968,TRUE,FALSE
26,EPA ECHO CWA/NPDES facility locations,AKG573010,110056402879,NAKNEK LAGOON,NAKNEK,AK,Bristol Bay,Effective,General Permit Covered Facility,POTW,NA,NA,NA,NA,1,20.69,51.720000000000006,1.81,N,"South Naknek Village - 2 mile(s), Naknek Native Village - 2 mile(s), King Salmon Tribe - 15 mile(s)",58.72459300010011,-157.05076199968,TRUE,FALSE
27,EPA ECHO CWA/NPDES facility locations,AKG370A13,110064031621,NOME GOLD ALASKA CORPORATION - DRY CREEK,NOME,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.939999999999998,76.31,98.16999999999999,N,Nome Eskimo Community - 1 mile(s),64.504700000042,-165.39200000017001,TRUE,FALSE
28,EPA ECHO CWA/NPDES facility locations,AKG331140,110067184718,NABOR OPERATING CENTER FACILITY,DEADHORSE,AK,North Slope,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,8.7,21.74,1.03,NA,NA,70.2039000000618,-148.45299999969603,FALSE,FALSE
29,EPA ECHO CWA/NPDES facility locations,AKG332004,110067184718,"NABORS ALASKA DRILLING INC., NABOR OPERATING CENTER FACILITY STORMWATER",DEADHORSE,AK,North Slope,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,8.7,21.74,1.03,NA,NA,70.2039000000618,-148.45299999969603,FALSE,FALSE
30,EPA ECHO CWA/NPDES facility locations,AKR06GB68,110070239281,CROWLEY KENAI AIRPORT FACILITY,KENAI,AK,Kenai Peninsula,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,2,31.99,31.19,250.55,N,"Kenaitze Indian Tribe - 1 mile(s), Salamatof Tribe - 4 mile(s)",60.5666939998653,-151.24391599999396,TRUE,FALSE
31,EPA ECHO CWA/NPDES facility locations,AKR10H0D7,110071501677,WILLOW STREET ROADWAY IMPROVEMENTS,KENAI,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,30.93,12.91,14.48,N,"Kenaitze Indian Tribe - 16 mile(s), Salamatof Tribe - 19 mile(s)",60.3402589999236,-151.14294900023603,TRUE,FALSE
32,EPA ECHO CWA/NPDES facility locations,AKR10FG46,110070145959,COPE PARK PHASE II IMPROVMENTS,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.45,30.03,254.68,N,"Central Council of the Tlingit & Haida Indian Tribes - 1 mile(s), Douglas Indian Association - 3 mile(s)",58.304549999923395,-134.41384000028302,TRUE,FALSE
33,EPA ECHO CWA/NPDES facility locations,AKR10H040,110071339159,KOBUK SEPTIC AND DRAINFIELD REPLACEMENT,KOBUK,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,100,100,0.04,N,"Native Village of Kobuk - 1 mile(s), Native Village of Shungnak - 8 mile(s)",66.90945900001522,-156.880922999652,TRUE,FALSE
34,EPA ECHO CWA/NPDES facility locations,AKG700060,110039170893,VENUS COVE LTF,WRANGELL,AK,Wrangell-Petersburg (CA),Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,0,0.14,N,Wrangell Cooperative Association - 12 mile(s),56.35059999984739,-132.13300000011097,TRUE,FALSE
35,EPA ECHO CWA/NPDES facility locations,AKNOE0331,110071525881,DELTA WESTERN LLC - YAKUTAT,YAKUTAT,AK,Juneau City and Borough,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,50,0.09,N,Yakutat Tlingit Tribe - 1 mile(s),59.544699999955,-139.73299999985196,TRUE,FALSE
36,EPA ECHO CWA/NPDES facility locations,AK0025402,110039695185,"WHITTIER, CITY OF - WHITTIER WWTP",WHITTIER,AK,Unknown county,Admin Continued,NPDES Individual Permit,POTW,NA,NA,NA,NA,1,28.57,28.57,0.47000000000000003,NA,NA,60.7738699998352,-148.68030000007903,FALSE,FALSE
37,EPA ECHO CWA/NPDES facility locations,AKNOE0237,110071526798,ANCHORAGE DC,ANCHORAGE,AK,Anchorage Municipality,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,34.03,57.6,3234.52,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 23 mile(s)",61.22030000015341,-149.84199999959,TRUE,FALSE
38,EPA ECHO CWA/NPDES facility locations,AKR06AB31,110043491780,ANCHORAGE FRITO LAY,ANCHORAGE,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,34.21,57.99,3220.29,N,"Knik Tribe - 17 mile(s), Eklutna Native Village - 23 mile(s)",61.22091000005601,-149.83821000021905,TRUE,FALSE
39,EPA ECHO CWA/NPDES facility locations,AKG002332,110071728031,NOME WEAR SEWER AND WATER LINE,NOME,AK,Nome (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,26.939999999999998,76.27,99.11999999999999,N,Nome Eskimo Community - 1 mile(s),64.49963199990661,-165.396750000338,TRUE,FALSE
40,EPA ECHO CWA/NPDES facility locations,AKR06AF72,110070364733,HALIBUT POINT MARINE SERVICES,SITKA,AK,Sitka City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,7.91,37.06,40.74,N,Sitka Tribe of Alaska - 5 mile(s),57.1152729998173,-135.390293999716,TRUE,FALSE
41,EPA ECHO CWA/NPDES facility locations,AKR10GO60,110071092602,LAKE LOUISE ROAD RESURFACING,GLENNALLEN,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,33.33,66.66999999999999,0.11,NA,NA,62.1799999998149,-146.515000000211,FALSE,FALSE
42,EPA ECHO CWA/NPDES facility locations,AKR10GO64,110071092602,LAKE LOUISE ROAD RESURFACING _2,GLENNALLEN,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,33.33,66.66999999999999,0.11,NA,NA,62.1799999998149,-146.515000000211,FALSE,FALSE
43,EPA ECHO CWA/NPDES facility locations,AKG130003,110070506496,PWSAC GULKANA AQUACULTURE FACILITY,CORDOVA,AK,Valdez-Cordova (CA),Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,2,33.33,66.66999999999999,0.11,NA,NA,63.06639999982511,-145.51469999967696,FALSE,FALSE
44,EPA ECHO CWA/NPDES facility locations,AKG370469,110010114027,FREITAS KAHILTNA RIVER MINE SITE,WILLOW,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,0,0.07,NA,NA,61.94749999989859,-150.728000000103,FALSE,FALSE
45,EPA ECHO CWA/NPDES facility locations,AKG370470,110010114027,GOLD GULCH KAHILTNA RIVER MINE SITE,TRAPPER CREEK,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,0,0.07,NA,NA,61.94749999989859,-150.728000000103,FALSE,FALSE
46,EPA ECHO CWA/NPDES facility locations,AKG371131,110010114027,RON ANDERSON / KAHILTNA RIVER,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,0,0.07,NA,NA,61.94749999989859,-150.728000000103,FALSE,FALSE
47,EPA ECHO CWA/NPDES facility locations,AKG371138,110010114027,DANIEL FRIETAS / KAHILTNA RIVER,UNKNOWN,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,0,0,0.07,NA,NA,61.94749999989859,-150.728000000103,FALSE,FALSE
48,EPA ECHO CWA/NPDES facility locations,AKG370D53,110071067795,FLOYD BENDER PUP MINE SITE,CENTRAL,AK,Yukon-Koyukuk (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,50,100,0.07,NA,NA,65.46669999997313,-145.055700000343,FALSE,FALSE
49,EPA ECHO CWA/NPDES facility locations,AKR10FU30,110071092394,EIE386 CONSOLIDATED MUNITIONS ADMIN FACILITY,FAIRBANKS,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,33.160000000000004,32.379999999999995,7.45,NA,NA,64.66706999995722,-147.072720000164,FALSE,FALSE
50,EPA ECHO CWA/NPDES facility locations,AKR10GJ81,110071220312,KOTZEBUE AIRPORT SUPPORT SITES,KOTZEBUE,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,17.12,75.44000000000001,239.6,N,Native Village of Kotzebue - 1 mile(s),66.8921500000824,-162.60207999975597,TRUE,FALSE
51,EPA ECHO CWA/NPDES facility locations,AKR10GL45,110071220312,KOTZEBUE AIRPORT APRON PAVEMENT REHABILITATION_2,KOTZEBUE,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,17.12,75.44000000000001,239.6,N,Native Village of Kotzebue - 1 mile(s),66.8921500000824,-162.60207999975597,TRUE,FALSE
52,EPA ECHO CWA/NPDES facility locations,AKR10H018,110071220312,KOTZEBUE AIRPORT RUNWAY SETTLEMENT REPAIR,KOTZEBUE,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,17.12,75.44000000000001,239.6,N,Native Village of Kotzebue - 1 mile(s),66.8921500000824,-162.60207999975597,TRUE,FALSE
53,EPA ECHO CWA/NPDES facility locations,AKR10H01K,110071220312,KOTZEBUE AIRPORT RUNWAY SETTLEMENT REPAIR,KOTZEBUE,AK,Northwest Arctic,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,17.12,75.44000000000001,239.6,N,Native Village of Kotzebue - 1 mile(s),66.8921500000824,-162.60207999975597,TRUE,FALSE
54,EPA ECHO CWA/NPDES facility locations,AKR10GP75,110071235971,SPRUCE TERRACES,ANCHORAGE,AK,Anchorage Municipality,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,12.11,25.439999999999998,551.42,NA,NA,61.0773999998838,-149.755999999663,FALSE,FALSE
55,EPA ECHO CWA/NPDES facility locations,AKR10H01X,110071311017,FORT WAINWRIGHT - AQUATICS CENTER,FORT WAINWRIGHT,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,30.53,41.760000000000005,404.47999999999996,NA,NA,64.82553000003598,-147.638789999685,FALSE,FALSE
56,EPA ECHO CWA/NPDES facility locations,AKR10GP34,110071222429,SEWARD NORTHEAST HARBOR LAUNCH RAMP RENOVATION,SEWARD,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,1,18.68,28.1,107.05,NA,NA,60.12025000017061,-149.43286000015698,FALSE,FALSE
57,EPA ECHO CWA/NPDES facility locations,AKR10GP12,110071204537,KIPNUK AIRPORT REHABILITATION,KIPNUK,AK,Bethel (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,64.71000000000001,100,0.81,N,"Native Village of Kipnuk - 1 mile(s), Village of Chefornak - 18 mile(s)",59.9347100000419,-164.036740000102,TRUE,FALSE
58,EPA ECHO CWA/NPDES facility locations,AKR10GP18,110071204537,KIPNUK AIRPORT REHABILITATION_2,KIPNUK,AK,Bethel (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,64.71000000000001,100,0.81,N,"Native Village of Kipnuk - 1 mile(s), Village of Chefornak - 18 mile(s)",59.9347100000419,-164.036740000102,TRUE,FALSE
59,EPA ECHO CWA/NPDES facility locations,AKR10GM45,110071220715,PAVEMENT MANAGEMENT PHASE II  COTTONWOOD DRIVE,VALDEZ,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,12.67,34.37,35.06,N,Native Village of Tatitlek - 22 mile(s),61.1352500001826,-146.37590999998199,TRUE,FALSE
60,EPA ECHO CWA/NPDES facility locations,AKR10GM61,110071220715,PAVEMENT MANAGEMENT PHASE II COTTONWOOD DRIVE,VALDEZ,AK,Valdez-Cordova (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,12.67,34.37,35.06,N,Native Village of Tatitlek - 22 mile(s),61.1352500001826,-146.37590999998199,TRUE,FALSE
61,EPA ECHO CWA/NPDES facility locations,AKR05CF26,110070828170,FT WAINWRIGHT PUBLIC WORKS,FT WAINWRIGHT,AK,Fairbanks North Star,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,30.919999999999998,41.379999999999995,485.91999999999996,NA,NA,64.82639000000928,-147.64957999963397,FALSE,FALSE
62,EPA ECHO CWA/NPDES facility locations,AKR06AE33,110070828170,FORT WAINWRIGHT CENTRAL HEAT AND POWER PLANT CHPP,FORT WAINWRIGHT,AK,Fairbanks North Star,Admin Continued,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,30.919999999999998,41.379999999999995,485.91999999999996,NA,NA,64.82639000000928,-147.64957999963397,FALSE,FALSE
63,EPA ECHO CWA/NPDES facility locations,AKU000277,110070828170,BEAVER CREEK ROAD CONSTRUCTION PROJECT,FORT WAINWRIGHT,AK,Fairbanks North Star,Unknown status,Unpermitted Facility,NON-POTW,NA,NA,NA,NA,0,30.919999999999998,41.379999999999995,485.91999999999996,NA,NA,64.82639000000928,-147.64957999963397,FALSE,FALSE
64,EPA ECHO CWA/NPDES facility locations,AKR10GN43,110071236164,"LOT 21, OLYMPUS SUBDIVISION",ANCHORAGE,AK,Anchorage Municipality,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.110000000000003,45.36,3088.16,N,Knik Tribe - 24 mile(s),61.1307000001863,-149.91099999990598,TRUE,FALSE
65,EPA ECHO CWA/NPDES facility locations,AKR10GQ06,110071253808,WINTER ROSE PHASE 1,PALMER,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,18.19,24.59,534.6800000000001,N,"Eklutna Native Village - 12 mile(s), Knik Tribe - 20 mile(s)",61.6107000001968,-149.24000000010597,TRUE,FALSE
66,EPA ECHO CWA/NPDES facility locations,AKR10H029,110071310469,"S7WAL WALTERS ST, WILDERNESS LN, SARAH ST & FRONTIER LN",HOMER,AK,Unknown county,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,25.55,16.74,18.959999999999997,N,Seldovia Village Tribe - 25 mile(s),59.7167340001491,-151.302865000329,TRUE,FALSE
67,EPA ECHO CWA/NPDES facility locations,AKG520040,110071282004,PELICAN SEAFOODS,PELICAN,AK,Skagway-Hoonah-Angoon (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,25,25,0.2,NA,NA,57.9610220000074,-136.23606500018596,FALSE,FALSE
68,EPA ECHO CWA/NPDES facility locations,AKR10H0WK,110071960594,WASILLA-FISHHOOK RD PAVEMENT PRESERVATION,WASILLA,AK,Matanuska-Susitna,Effective,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.1,24.43,341.66,N,"Eklutna Native Village - 14 mile(s), Knik Tribe - 20 mile(s)",61.650899999960096,-149.314729999684,TRUE,FALSE
69,EPA ECHO CWA/NPDES facility locations,AK0037303,110071711138,TRIDENT SEAFOODS AKUTAN SHORE PLANT,AKUTAN,AK,Aleutians East,Effective,NPDES Individual Permit,NON-POTW,NA,NA,NA,NA,1,40,80,0.39,N,Native Village of Akutan - 1 mile(s),54.133137999815105,-165.79033200011,TRUE,FALSE
70,EPA ECHO CWA/NPDES facility locations,AKR06AE51,110071711138,TRIDENT SEAFOODS AKUTAN FACILITY,AKUTAN,AK,Aleutians East,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,40,80,0.39,N,Native Village of Akutan - 1 mile(s),54.133137999815105,-165.79033200011,TRUE,FALSE
71,EPA ECHO CWA/NPDES facility locations,AKR10GG91,110071157724,CHURCHILL MEADOWS SUBDIVISION,SOLDOTNA,AK,Kenai Peninsula,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,22.04,24.04,168.52,N,"Kenaitze Indian Tribe - 8 mile(s), Salamatof Tribe - 11 mile(s)",60.4621000002144,-151.14999999996996,TRUE,FALSE
72,EPA ECHO CWA/NPDES facility locations,AKR061007,110070710024,FEDEX EXPRESS ANCR ANC-GP,ANCHORAGE,AK,Anchorage Municipality,Expired,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.87,40,2375.15,N,Knik Tribe - 21 mile(s),61.1905600001824,-149.99789000031,TRUE,FALSE
73,EPA ECHO CWA/NPDES facility locations,AKR10H0A5,110071438541,JNU PARKING LOT IMPROVEMENTS,JUNEAU,AK,Juneau City and Borough,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,20.82,46.809999999999995,672.91,N,"Central Council of the Tlingit & Haida Indian Tribes - 8 mile(s), Douglas Indian Association - 10 mile(s)",58.35985000021549,-134.58181999971302,TRUE,FALSE
74,EPA ECHO CWA/NPDES facility locations,AKR10H07R,110071409466,MTA FTTX CHURCH RD,WASILLA,AK,Matanuska-Susitna,Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,30.4,23.150000000000002,549.53,N,"Eklutna Native Village - 11 mile(s), Knik Tribe - 13 mile(s)",61.59679999990951,-149.510850000274,TRUE,FALSE
75,EPA ECHO CWA/NPDES facility locations,AKG002268,110071402271,SGY DYEA RD #00049,SKAGWAY,AK,Skagway-Hoonah-Angoon (CA),Terminated,General Permit Covered Facility,NON-POTW,NA,NA,NA,NA,0,18.07,31.330000000000002,3.01,N,"Skagway Village - 1 mile(s), Chilkoot Indian Association (Haines) - 17 mile(s), Chilkat Indian Village (Klukwan) - 21 mile(s)",59.459616999810194,-135.326184000208,TRUE,FALSE
